# name,kind,label,seat_name,population,parent
雷恩中央公社,县,-,-,700000,雷恩副省区 (Rennes Subprefecture District)
波尔多副省区 (Bordeaux Subprefecture District),县,-,波尔多副副省会,2600000,阿基坦省 (Aquitaine Province)
波尔多副公社,县,副省会,-,500000,波尔多副省区 (Bordeaux Subprefecture District)
波尔多北公社,县,-,-,900000,波尔多副省区 (Bordeaux Subprefecture District)
波尔多南公社,县,-,-,800000,波尔多副省区 (Bordeaux Subprefecture District)
尼斯副省区 (Nice Subprefecture District),县,-,尼斯副副省会,1900000,普罗旺斯省 (Provence Province)
尼斯副公社,县,副省会,-,500000,尼斯副省区 (Nice Subprefecture District)
尼斯海岸公社,县,-,-,700000,尼斯副省区 (Nice Subprefecture District)
格勒诺布尔副省区 (Grenoble Subprefecture District),县,-,格勒诺布尔副副省会,1700000,奥弗涅省 (Auvergne Province)
格勒诺布尔副公社,县,副省会,-,500000,格勒诺布尔副省区 (Grenoble Subprefecture District)
格勒诺布尔山地公社,县,-,-,600000,格勒诺布尔副省区 (Grenoble Subprefecture District)
第戎副省区 (Dijon Subprefecture District),县,-,第戎副副省会,1600000,勃艮第省 (Burgundy Province)
第戎副公社,县,副省会,-,500000,第戎副省区 (Dijon Subprefecture District)
第戎葡萄公社,县,-,-,550000,第戎副省区 (Dijon Subprefecture District)
梅斯副省区 (Metz Subprefecture District),县,-,梅斯副副省会,1400000,大东部省 (Grand Est Province)
梅斯副公社,县,副省会,-,500000,梅斯副省区 (Metz Subprefecture District)
梅斯边境公社,县,-,-,500000,梅斯副省区 (Metz Subprefecture District)
奥尔良副省区 (Orleans Subprefecture District),县,-,奥尔良副副省会,2200000,卢瓦尔河谷省 (Loire Valley Province)
奥尔良副公社,县,副省会,-,500000,奥尔良副省区 (Orleans Subprefecture District)
奥尔良河谷公社,县,-,-,800000,奥尔良副省区 (Orleans Subprefecture District)
巴黎公社,县,-,-,2200000,塞纳副省区 (Seine Subprefecture District)
凡尔赛公社,县,-,-,1400000,塞纳副省区 (Seine Subprefecture District)
勒阿弗尔公社,县,-,-,1200000,马恩副省区 (Marne Subprefecture District)
雷恩公社,县,-,-,1100000,雷恩副省区 (Rennes Subprefecture District)
波尔多公社,县,-,-,1500000,波尔多副省区 (Bordeaux Subprefecture District)
尼斯公社,县,-,-,1000000,尼斯副省区 (Nice Subprefecture District)
格勒诺布尔公社,县,-,-,900000,格勒诺布尔副省区 (Grenoble Subprefecture District)
第戎公社,县,-,-,800000,第戎副省区 (Dijon Subprefecture District)
梅斯公社,县,-,-,700000,梅斯副省区 (Metz Subprefecture District)
奥尔良公社,县,-,-,1200000,奥尔良副省区 (Orleans Subprefecture District)
巴伐利亚省 (Bavaria Province),行省,-,巴伐利亚南部省会,17000000,莱茵-日耳曼邦联大区 (Rhine-Germania Confederation Region)
巴伐利亚南部公社,县,省会,-,700000,巴伐利亚省 (Bavaria Province)
巴登-符腾堡省 (Baden-Württemberg Province),行省,-,巴登-符腾堡省会,12500000,莱茵-日耳曼邦联大区 (Rhine-Germania Confederation Region)
巴登-符腾堡公社,县,省会,-,700000,巴登-符腾堡省 (Baden-Württemberg Province)
北莱茵省 (North Rhine Province),行省,-,莱茵中部省会,18000000,莱茵-日耳曼邦联大区 (Rhine-Germania Confederation Region)
莱茵中部公社,县,省会,-,700000,北莱茵省 (North Rhine Province)
下萨克森省 (Lower Saxony Province),行省,-,汉诺威省会,9000000,莱茵-日耳曼邦联大区 (Rhine-Germania Confederation Region)
汉诺威公社,县,省会,-,700000,下萨克森省 (Lower Saxony Province)
萨克森省 (Saxony Province),行省,-,德累斯顿省会,7000000,莱茵-日耳曼邦联大区 (Rhine-Germania Confederation Region)
德累斯顿公社,县,省会,-,700000,萨克森省 (Saxony Province)
瑞士阿尔卑斯省 (Swiss Alps Province),行省,-,瑞士阿尔卑斯省会,9000000,莱茵-日耳曼邦联大区 (Rhine-Germania Confederation Region)
瑞士阿尔卑斯公社,县,省会,-,700000,瑞士阿尔卑斯省 (Swiss Alps Province)
苏黎世谷地省 (Zurich Valley Province),行省,-,苏黎世省会,8000000,莱茵-日耳曼邦联大区 (Rhine-Germania Confederation Region)
苏黎世公社,县,省会,-,700000,苏黎世谷地省 (Zurich Valley Province)
荷兰沿海省 (Netherlands Coast Province),行省,-,鹿特丹省会,8500000,莱茵-日耳曼邦联大区 (Rhine-Germania Confederation Region)
鹿特丹公社,县,省会,-,700000,荷兰沿海省 (Netherlands Coast Province)
弗兰德斯省 (Flanders Province),行省,-,安特卫普省会,10000000,莱茵-日耳曼邦联大区 (Rhine-Germania Confederation Region)
安特卫普公社,县,省会,-,700000,弗兰德斯省 (Flanders Province)
瓦隆省 (Wallonia Province),行省,-,列日省会,8000000,莱茵-日耳曼邦联大区 (Rhine-Germania Confederation Region)
列日公社,县,省会,-,700000,瓦隆省 (Wallonia Province)
卢森堡省 (Luxembourg Province),行省,-,卢森堡省会,3500000,莱茵-日耳曼邦联大区 (Rhine-Germania Confederation Region)
卢森堡公社,县,省会,-,700000,卢森堡省 (Luxembourg Province)
法兰克福广域市 (Frankfurt Metropolitan City),行省,-,法兰克福中心城市,5000000,莱茵-日耳曼邦联大区 (Rhine-Germania Confederation Region)
法兰克福公社,县,中心城市,-,1000000,法兰克福广域市 (Frankfurt Metropolitan City)
柏林广域市 (Berlin Metropolitan City),行省,-,柏林中心城市,4500000,莱茵-日耳曼邦联大区 (Rhine-Germania Confederation Region)
柏林公社,县,中心城市,-,1000000,柏林广域市 (Berlin Metropolitan City)
汉堡广域市 (Hamburg Metropolitan City),行省,-,汉堡中心城市,2500000,莱茵-日耳曼邦联大区 (Rhine-Germania Confederation Region)
汉堡公社,县,中心城市,-,1000000,汉堡广域市 (Hamburg Metropolitan City)
慕尼黑广域市 (Munich Metropolitan City),行省,-,慕尼黑中心城市,2600000,莱茵-日耳曼邦联大区 (Rhine-Germania Confederation Region)
慕尼黑公社,县,中心城市,-,1000000,慕尼黑广域市 (Munich Metropolitan City)
阿姆斯特丹广域市 (Amsterdam Metropolitan City),行省,-,阿姆斯特丹中心城市,2200000,莱茵-日耳曼邦联大区 (Rhine-Germania Confederation Region)
阿姆斯特丹公社,县,中心城市,-,1000000,阿姆斯特丹广域市 (Amsterdam Metropolitan City)
布鲁塞尔广域市 (Brussels Metropolitan City),行省,-,布鲁塞尔中心城市,2100000,莱茵-日耳曼邦联大区 (Rhine-Germania Confederation Region)
布鲁塞尔公社,县,中心城市,-,1000000,布鲁塞尔广域市 (Brussels Metropolitan City)
巴伐利亚南部副省区 (South Bavaria Subprefecture District),县,-,巴伐利亚南部副副省会,4200000,巴伐利亚省 (Bavaria Province)
巴伐利亚南部副公社,县,副省会,-,500000,巴伐利亚南部副省区 (South Bavaria Subprefecture District)
慕尼黑南公社,县,-,-,1200000,巴伐利亚南部副省区 (South Bavaria Subprefecture District)
巴伐利亚北部副省区 (North Bavaria Subprefecture District),县,-,巴伐利亚北部副副省会,3800000,巴伐利亚省 (Bavaria Province)
巴伐利亚北部副公社,县,副省会,-,500000,巴伐利亚北部副省区 (North Bavaria Subprefecture District)
纽伦堡公社,县,-,-,1100000,巴伐利亚北部副省区 (North Bavaria Subprefecture District)
莱茵中部副省区 (Middle Rhine Subprefecture District),县,-,莱茵中部副副省会,5200000,北莱茵省 (North Rhine Province)
莱茵中部副公社,县,副省会,-,500000,莱茵中部副省区 (Middle Rhine Subprefecture District)
科隆公社,县,-,-,1800000,莱茵中部副省区 (Middle Rhine Subprefecture District)
鲁尔副省区 (Ruhr Subprefecture District),县,-,鲁尔副副省会,6800000,北莱茵省 (North Rhine Province)
鲁尔副公社,县,副省会,-,500000,鲁尔副省区 (Ruhr Subprefecture District)
多特蒙德公社,县,-,-,1600000,鲁尔副省区 (Ruhr Subprefecture District)
汉诺威副省区 (Hannover Subprefecture District),县,-,汉诺威副副省会,4100000,下萨克森省 (Lower Saxony Province)
汉诺威副公社,县,副省会,-,500000,汉诺威副省区 (Hannover Subprefecture District)
汉诺威公社,县,-,-,1300000,汉诺威副省区 (Hannover Subprefecture District)
德累斯顿副省区 (Dresden Subprefecture District),县,-,德累斯顿副副省会,3100000,萨克森省 (Saxony Province)
德累斯顿副公社,县,副省会,-,500000,德累斯顿副省区 (Dresden Subprefecture District)
德累斯顿公社,县,-,-,1000000,德累斯顿副省区 (Dresden Subprefecture District)
苏黎世副省区 (Zurich Subprefecture District),县,-,苏黎世副副省会,3900000,苏黎世谷地省 (Zurich Valley Province)
苏黎世副公社,县,副省会,-,500000,苏黎世副省区 (Zurich Subprefecture District)
苏黎世公社,县,-,-,1400000,苏黎世副省区 (Zurich Subprefecture District)
鹿特丹副省区 (Rotterdam Subprefecture District),县,-,鹿特丹副副省会,3600000,荷兰沿海省 (Netherlands Coast Province)
鹿特丹副公社,县,副省会,-,500000,鹿特丹副省区 (Rotterdam Subprefecture District)
鹿特丹公社,县,-,-,1200000,鹿特丹副省区 (Rotterdam Subprefecture District)
安特卫普副省区 (Antwerp Subprefecture District),县,-,安特卫普副副省会,4300000,弗兰德斯省 (Flanders Province)
安特卫普副公社,县,副省会,-,500000,安特卫普副省区 (Antwerp Subprefecture District)
安特卫普公社,县,-,-,1500000,安特卫普副省区 (Antwerp Subprefecture District)
列日副省区 (Liege Subprefecture District),县,-,列日副副省会,2800000,瓦隆省 (Wallonia Province)
列日副公社,县,副省会,-,500000,列日副省区 (Liege Subprefecture District)
列日公社,县,-,-,900000,列日副省区 (Liege Subprefecture District)
卢森堡副省区 (Luxembourg Subprefecture District),县,-,卢森堡副副省会,1500000,卢森堡省 (Luxembourg Province)
卢森堡副公社,县,副省会,-,500000,卢森堡副省区 (Luxembourg Subprefecture District)
卢森堡公社,县,-,-,500000,卢森堡副省区 (Luxembourg Subprefecture District)
上奥地利省 (Upper Austria Province),行省,-,上奥地利省会,7800000,奥匈-多瑙河大区 (Austria-Hungary & Danubia Region)
上奥地利公社,县,省会,-,700000,上奥地利省 (Upper Austria Province)
蒂罗尔省 (Tyrol Province),行省,-,蒂罗尔省会,6200000,奥匈-多瑙河大区 (Austria-Hungary & Danubia Region)
蒂罗尔公社,县,省会,-,700000,蒂罗尔省 (Tyrol Province)
波希米亚省 (Bohemia Province),行省,-,波希米亚省会,11000000,奥匈-多瑙河大区 (Austria-Hungary & Danubia Region)
波希米亚公社,县,省会,-,700000,波希米亚省 (Bohemia Province)
摩拉维亚省 (Moravia Province),行省,-,布尔诺省会,7600000,奥匈-多瑙河大区 (Austria-Hungary & Danubia Region)
布尔诺公社,县,省会,-,700000,摩拉维亚省 (Moravia Province)
斯洛伐克省 (Slovakia Province),行省,-,布拉迪斯拉发省会,5400000,奥匈-多瑙河大区 (Austria-Hungary & Danubia Region)
布拉迪斯拉发公社,县,省会,-,700000,斯洛伐克省 (Slovakia Province)
匈牙利平原省 (Hungarian Plain Province),行省,-,佩奇省会,15000000,奥匈-多瑙河大区 (Austria-Hungary & Danubia Region)
佩奇公社,县,省会,-,700000,匈牙利平原省 (Hungarian Plain Province)
斯洛文尼亚省 (Slovenia Province),行省,-,卢布尔雅那省会,3100000,奥匈-多瑙河大区 (Austria-Hungary & Danubia Region)
卢布尔雅那公社,县,省会,-,700000,斯洛文尼亚省 (Slovenia Province)
克罗地亚沿海省 (Croatia Coast Province),行省,-,克罗地亚沿海省会,4800000,奥匈-多瑙河大区 (Austria-Hungary & Danubia Region)
克罗地亚沿海公社,县,省会,-,700000,克罗地亚沿海省 (Croatia Coast Province)
波斯尼亚省 (Bosnia Province),行省,-,萨拉热窝省会,3900000,奥匈-多瑙河大区 (Austria-Hungary & Danubia Region)
萨拉热窝公社,县,省会,-,700000,波斯尼亚省 (Bosnia Province)
特兰西瓦尼亚省 (Transylvania Province),行省,-,锡比乌省会,9800000,奥匈-多瑙河大区 (Austria-Hungary & Danubia Region)
锡比乌公社,县,省会,-,700000,特兰西瓦尼亚省 (Transylvania Province)
瓦拉几亚省 (Wallachia Province),行省,-,普洛耶什蒂省会,8900000,奥匈-多瑙河大区 (Austria-Hungary & Danubia Region)
普洛耶什蒂公社,县,省会,-,700000,瓦拉几亚省 (Wallachia Province)
保加利亚北部省 (Northern Bulgaria Province),行省,-,普列夫利亚省会,5100000,奥匈-多瑙河大区 (Austria-Hungary & Danubia Region)
普列夫利亚公社,县,省会,-,700000,保加利亚北部省 (Northern Bulgaria Province)
索非亚谷地省 (Sofia Valley Province),行省,-,索非亚谷地省会,3700000,奥匈-多瑙河大区 (Austria-Hungary & Danubia Region)
索非亚谷地公社,县,省会,-,700000,索非亚谷地省 (Sofia Valley Province)
维也纳广域市 (Vienna Metropolitan City),行省,-,维也纳中心城市,2600000,奥匈-多瑙河大区 (Austria-Hungary & Danubia Region)
维也纳公社,县,中心城市,-,1000000,维也纳广域市 (Vienna Metropolitan City)
布拉格广域市 (Prague Metropolitan City),行省,-,布拉格中心城市,2300000,奥匈-多瑙河大区 (Austria-Hungary & Danubia Region)
布拉格公社,县,中心城市,-,1000000,布拉格广域市 (Prague Metropolitan City)
布达佩斯广域市 (Budapest Metropolitan City),行省,-,布达佩斯中心城市,2400000,奥匈-多瑙河大区 (Austria-Hungary & Danubia Region)
布达佩斯公社,县,中心城市,-,1000000,布达佩斯广域市 (Budapest Metropolitan City)
布加勒斯特广域市 (Bucharest Metropolitan City),行省,-,布加勒斯特中心城市,2500000,奥匈-多瑙河大区 (Austria-Hungary & Danubia Region)
布加勒斯特公社,县,中心城市,-,1000000,布加勒斯特广域市 (Bucharest Metropolitan City)
贝尔格莱德广域市 (Belgrade Metropolitan City),行省,-,贝尔格莱德中心城市,2000000,奥匈-多瑙河大区 (Austria-Hungary & Danubia Region)
贝尔格莱德公社,县,中心城市,-,1000000,贝尔格莱德广域市 (Belgrade Metropolitan City)
布尔诺副省区 (Brno Subprefecture District),县,-,布尔诺副副省会,2400000,摩拉维亚省 (Moravia Province)
布尔诺副公社,县,副省会,-,500000,布尔诺副省区 (Brno Subprefecture District)
布尔诺公社,县,-,-,800000,布尔诺副省区 (Brno Subprefecture District)
布拉迪斯拉发副省区 (Bratislava Subprefecture District),县,-,布拉迪斯拉发副副省会,2100000,斯洛伐克省 (Slovakia Province)
布拉迪斯拉发副公社,县,副省会,-,500000,布拉迪斯拉发副省区 (Bratislava Subprefecture District)
布拉迪斯拉发公社,县,-,-,700000,布拉迪斯拉发副省区 (Bratislava Subprefecture District)
佩奇副省区 (Pécs Subprefecture District),县,-,佩奇副副省会,1800000,匈牙利平原省 (Hungarian Plain Province)
佩奇副公社,县,副省会,-,500000,佩奇副省区 (Pécs Subprefecture District)
佩奇公社,县,-,-,600000,佩奇副省区 (Pécs Subprefecture District)
卢布尔雅那副省区 (Ljubljana Subprefecture District),县,-,卢布尔雅那副副省会,1600000,斯洛文尼亚省 (Slovenia Province)
卢布尔雅那副公社,县,副省会,-,500000,卢布尔雅那副省区 (Ljubljana Subprefecture District)
卢布尔雅那公社,县,-,-,550000,卢布尔雅那副省区 (Ljubljana Subprefecture District)
萨拉热窝副省区 (Sarajevo Subprefecture District),县,-,萨拉热窝副副省会,1900000,波斯尼亚省 (Bosnia Province)
萨拉热窝副公社,县,副省会,-,500000,萨拉热窝副省区 (Sarajevo Subprefecture District)
萨拉热窝公社,县,-,-,700000,萨拉热窝副省区 (Sarajevo Subprefecture District)
锡比乌副省区 (Sibiu Subprefecture District),县,-,锡比乌副副省会,2600000,特兰西瓦尼亚省 (Transylvania Province)
锡比乌副公社,县,副省会,-,500000,锡比乌副省区 (Sibiu Subprefecture District)
锡比乌公社,县,-,-,900000,锡比乌副省区 (Sibiu Subprefecture District)
克卢日副省区 (Cluj Subprefecture District),县,-,克卢日副副省会,3000000,特兰西瓦尼亚省 (Transylvania Province)
克卢日副公社,县,副省会,-,500000,克卢日副省区 (Cluj Subprefecture District)
克卢日公社,县,-,-,1000000,克卢日副省区 (Cluj Subprefecture District)
普洛耶什蒂副省区 (Ploiesti Subprefecture District),县,-,普洛耶什蒂副副省会,2400000,瓦拉几亚省 (Wallachia Province)
普洛耶什蒂副公社,县,副省会,-,500000,普洛耶什蒂副省区 (Ploiesti Subprefecture District)
普洛耶什蒂公社,县,-,-,850000,普洛耶什蒂副省区 (Ploiesti Subprefecture District)
普列夫利亚副省区 (Pleven Subprefecture District),县,-,普列夫利亚副副省会,1700000,保加利亚北部省 (Northern Bulgaria Province)
普列夫利亚副公社,县,副省会,-,500000,普列夫利亚副省区 (Pleven Subprefecture District)
普列夫利亚公社,县,-,-,600000,普列夫利亚副省区 (Pleven Subprefecture District)
索非亚公社,县,-,-,1000000,索非亚谷地省 (Sofia Valley Province)
马佐夫舍省 (Masovia Province),行省,-,马佐夫舍省会,12000000,波兰-立陶宛大区 (Polonia-Lithuania Region)
马佐夫舍公社,县,省会,-,700000,马佐夫舍省 (Masovia Province)
大波兰省 (Greater Poland Province),行省,-,波兹南省会,8000000,波兰-立陶宛大区 (Polonia-Lithuania Region)
波兹南公社,县,省会,-,700000,大波兰省 (Greater Poland Province)
西里西亚省 (Silesia Province),行省,-,卡托维兹省会,9000000,波兰-立陶宛大区 (Polonia-Lithuania Region)
卡托维兹公社,县,省会,-,700000,西里西亚省 (Silesia Province)
加利西亚省 (Galicia Province),行省,-,克拉科夫省会,11000000,波兰-立陶宛大区 (Polonia-Lithuania Region)
克拉科夫公社,县,省会,-,700000,加利西亚省 (Galicia Province)
波德拉谢省 (Podlasie Province),行省,-,波德拉谢省会,4500000,波兰-立陶宛大区 (Polonia-Lithuania Region)
波德拉谢公社,县,省会,-,700000,波德拉谢省 (Podlasie Province)
热迈蒂亚省 (Samogitia Province),行省,-,热迈蒂亚省会,2500000,波兰-立陶宛大区 (Polonia-Lithuania Region)
热迈蒂亚公社,县,省会,-,700000,热迈蒂亚省 (Samogitia Province)
拉脱维亚省 (Latvia Province),行省,-,拉脱维亚省会,6000000,波兰-立陶宛大区 (Polonia-Lithuania Region)
拉脱维亚公社,县,省会,-,700000,拉脱维亚省 (Latvia Province)
爱沙尼亚省 (Estonia Province),行省,-,爱沙尼亚省会,3500000,波兰-立陶宛大区 (Polonia-Lithuania Region)
爱沙尼亚公社,县,省会,-,700000,爱沙尼亚省 (Estonia Province)
波列西耶省 (Polesia Province),行省,-,布列斯特省会,4200000,波兰-立陶宛大区 (Polonia-Lithuania Region)
布列斯特公社,县,省会,-,700000,波列西耶省 (Polesia Province)
第聂伯河西省 (West Dnieper Province),行省,-,切尔尼戈夫省会,5200000,波兰-立陶宛大区 (Polonia-Lithuania Region)
切尔尼戈夫公社,县,省会,-,700000,第聂伯河西省 (West Dnieper Province)
摩尔多瓦省 (Moldova Province),行省,-,基希讷乌省会,5000000,波兰-立陶宛大区 (Polonia-Lithuania Region)
基希讷乌公社,县,省会,-,700000,摩尔多瓦省 (Moldova Province)
克里米亚省 (Crimea Province),行省,-,塞瓦斯托波尔省会,3600000,波兰-立陶宛大区 (Polonia-Lithuania Region)
塞瓦斯托波尔公社,县,省会,-,700000,克里米亚省 (Crimea Province)
华沙广域市 (Warsaw Metropolitan City),行省,-,华沙中心城市,3500000,波兰-立陶宛大区 (Polonia-Lithuania Region)
华沙公社,县,中心城市,-,1000000,华沙广域市 (Warsaw Metropolitan City)
基辅广域市 (Kyiv Metropolitan City),行省,-,基辅中心城市,3200000,波兰-立陶宛大区 (Polonia-Lithuania Region)
基辅公社,县,中心城市,-,1000000,基辅广域市 (Kyiv Metropolitan City)
明斯克广域市 (Minsk Metropolitan City),行省,-,明斯克中心城市,2500000,波兰-立陶宛大区 (Polonia-Lithuania Region)
明斯克公社,县,中心城市,-,1000000,明斯克广域市 (Minsk Metropolitan City)
维尔纽斯广域市 (Vilnius Metropolitan City),行省,-,维尔纽斯中心城市,1800000,波兰-立陶宛大区 (Polonia-Lithuania Region)
维尔纽斯公社,县,中心城市,-,1000000,维尔纽斯广域市 (Vilnius Metropolitan City)
敖德萨广域市 (Odesa Metropolitan City),行省,-,敖德萨中心城市,2100000,波兰-立陶宛大区 (Polonia-Lithuania Region)
敖德萨公社,县,中心城市,-,1000000,敖德萨广域市 (Odesa Metropolitan City)
波兹南副省区 (Poznań Subprefecture District),县,-,波兹南副副省会,3200000,大波兰省 (Greater Poland Province)
波兹南副公社,县,副省会,-,500000,波兹南副省区 (Poznań Subprefecture District)
波兹南公社,县,-,-,1100000,波兹南副省区 (Poznań Subprefecture District)
卡托维兹副省区 (Katowice Subprefecture District),县,-,卡托维兹副副省会,4100000,西里西亚省 (Silesia Province)
卡托维兹副公社,县,副省会,-,500000,卡托维兹副省区 (Katowice Subprefecture District)
卡托维兹公社,县,-,-,1300000,卡托维兹副省区 (Katowice Subprefecture District)
克拉科夫副省区 (Kraków Subprefecture District),县,-,克拉科夫副副省会,4300000,加利西亚省 (Galicia Province)
克拉科夫副公社,县,副省会,-,500000,克拉科夫副省区 (Kraków Subprefecture District)
克拉科夫公社,县,-,-,1400000,克拉科夫副省区 (Kraków Subprefecture District)
布列斯特副省区 (Brest Subprefecture District),县,-,布列斯特副副省会,2100000,波列西耶省 (Polesia Province)
布列斯特副公社,县,副省会,-,500000,布列斯特副省区 (Brest Subprefecture District)
布列斯特公社,县,-,-,700000,布列斯特副省区 (Brest Subprefecture District)
切尔尼戈夫副省区 (Chernihiv Subprefecture District),县,-,切尔尼戈夫副副省会,2400000,第聂伯河西省 (West Dnieper Province)
切尔尼戈夫副公社,县,副省会,-,500000,切尔尼戈夫副省区 (Chernihiv Subprefecture District)
切尔尼戈夫公社,县,-,-,800000,切尔尼戈夫副省区 (Chernihiv Subprefecture District)
基希讷乌副省区 (Chișinău Subprefecture District),县,-,基希讷乌副副省会,2800000,摩尔多瓦省 (Moldova Province)
